,InvoiceNo
562928,88
540953,88
574240,87
558888,87
575726,87
570210,87
538198,87
576364,87
537374,87
559921,87
567878,87
562711,87
578814,87
571183,87
545695,87
563555,87
562574,87
574034,87
565129,87
557956,87
568049,87
577174,87
575583,86
537196,86
549690,86
539475,86
559133,86
577506,86
537852,86
576326,86
563638,86
545658,86
555728,86
564353,85
578926,85
566258,85
577782,85
568894,85
568212,85
551414,85
571498,85
567482,85
563444,85
536464,85
557311,85
570225,85
564141,85
557442,85
543371,85
573311,85
572302,85
578949,85
567912,85
546498,85
547374,85
575856,84
567211,84
570223,84
543631,84
575985,84
561926,84
555340,84
572317,84
577483,84
560580,84
562980,84
575481,84
569533,84
543800,84
567890,84
569491,83
576053,83
575919,83
558196,83
576860,83
544790,83
557484,83
572294,83
542393,83
579161,83
570442,83
570466,83
549250,83
558700,82
578858,82
560239,82
546542,82
576189,82
575087,82
557858,82
576696,82
545996,82
576626,82
547209,82
550835,81
565431,81
556474,81
558355,81
551558,81
565141,81
566018,81
558709,81
564256,81
536412,81
572216,81
561900,81
537646,80
554160,80
571270,80
556671,80
559542,80
575846,80
553189,80
576236,80
575753,80
570116,80
553074,80
557129,80
568066,80
557886,80
545460,80
555368,80
547223,79
552290,79
542890,79
556876,79
571283,79
573345,79
574310,79
576615,79
551152,79
564049,79
554376,79
571286,79
576933,79
577723,79
567662,79
567128,79
574707,78
566726,78
558237,78
573897,78
577535,78
578251,78
578036,78
544677,78
564172,78
544569,78
554112,78
562680,78
562213,78
569136,77
572283,77
549568,77
556473,77
578944,77
542719,77
567866,77
578072,77
559535,77
566599,77
558862,77
576249,77
540798,77
564725,77
541262,76
574826,76
542112,76
536846,76
575851,76
556503,76
554103,76
570482,76
555158,76
570410,76
569026,76
547663,76
547658,76
571212,76
555562,76
579141,76
572219,76
548309,76
563709,76
575298,76
555524,76
554992,76
541215,76
572662,76
572037,76
572227,75
569223,75
563538,75
568065,75
574721,75
559552,75
568668,75
566571,75
556728,75
555853,75
571289,75
578928,75
567818,75
571828,75
554494,75
557636,75
571837,75
569943,75
548648,75
569367,75
579456,74
544286,74
573248,74
566213,74
569528,74
576213,74
564729,74
566271,74
540288,74
571408,74
546466,74
550183,74
573330,74
538035,74
569000,74
568059,74
552269,74
564346,74
561036,74
547785,74
545687,73
572192,73
563935,73
574720,73
574536,73
538917,73
564199,73
569224,73
570420,73
572330,73
541816,73
575063,73
547656,73
568671,73
576212,73
537034,73
566275,73
542398,73
544467,73
577742,72
545085,72
572528,72
560601,72
578016,72
578292,72
560035,72
565726,72
566561,72
558877,72
577010,72
564740,72
573413,72
570479,72
574734,72
556916,71
549958,71
550819,71
552469,71
565067,71
546117,71
561025,71
576052,71
540021,71
574657,71
555110,71
543802,71
540907,71
563214,71
577544,71
543022,71
558099,71
536520,71
543111,71
546984,70
566566,70
548712,70
553385,70
549734,70
543470,70
556579,70
545995,70
547906,70
573264,70
544087,70
578707,70
575337,70
576070,70
571913,70
559672,70
574710,70
568938,70
560716,70
563580,70
569406,70
565411,70
569089,70
538368,70
560255,70
559547,69
545340,69
536874,69
563022,69
562219,69
569037,69
557064,69
544476,69
537773,69
573083,69
560444,69
565117,69
537219,69
570127,69
574965,69
557570,69
569823,69
578935,69
572082,69
559289,69
540353,69
541489,68
564724,68
557057,68
572726,68
579741,68
569651,68
565432,68
547359,68
551516,68
577252,68
547485,68
538354,68
576228,68
544462,68
555400,68
548715,68
545045,68
575512,68
578817,68
560018,68
568593,68
547253,68
570680,68
567475,68
545719,68
548327,68
568709,68
579711,68
543555,68
544778,68
560937,68
571243,68
538866,67
541987,67
577469,67
541223,67
536569,67
573501,67
574682,67
557787,67
544887,67
578531,67
569228,67
548860,67
549014,67
566482,67
536637,67
554382,67
573387,67
548728,67
546502,67
547102,67
539044,67
559068,67
557954,67
551283,67
544460,67
568908,67
547650,67
559549,67
545062,67
564962,67
574477,67
565915,67
569236,66
578510,66
554348,66
558751,66
557745,66
577167,66
562204,66
577519,66
570448,66
545054,66
546912,66
573485,66
575219,66
574672,66
545447,66
537208,66
571712,66
570103,66
577480,66
540968,66
574726,66
552277,66
578666,66
572652,66
538069,66
556042,66
558315,66
536945,66
577319,66
537772,66
537137,66
545701,65
569523,65
575989,65
572517,65
536557,65
577495,65
536749,65
557758,65
543812,65
576246,65
561917,65
538171,65
577778,65
574170,65
548451,65
549262,65
578936,65
569230,65
542607,65
557892,65
552624,65
562161,65
571502,65
551160,65
573543,65
571280,65
577077,65
560828,65
547062,65
565388,65
550630,65
575840,65
544278,65
567180,65
557019,65
567165,64
563917,64
578941,64
547497,64
556245,64
545053,64
550332,64
569672,64
548308,64
576695,64
577258,64
536401,64
553657,64
577051,64
566734,64
565682,64
544673,64
574701,64
557233,64
574670,64
568198,64
543653,64
538652,64
579491,64
578950,64
551277,64
566605,64
537225,64
537154,64
541213,64
567473,64
563585,64
551966,64
550196,64
559357,64
551471,63
574287,63
569383,63
560385,63
567092,63
547069,63
550464,63
544571,63
553935,63
536638,63
566720,63
573130,63
544406,63
574677,63
551250,63
577791,63
579093,63
556494,63
565648,63
548404,63
571747,63
547729,63
573361,63
569216,63
565445,63
545060,63
571265,63
546423,63
573343,63
577696,62
577038,62
563216,62
551270,62
551855,62
538744,62
569253,62
541843,62
572280,62
543803,62
562807,62
578022,62
552852,62
568991,62
539484,62
541406,62
538205,62
574959,62
538379,62
547850,62
576508,62
573245,62
544597,62
573548,62
561502,62
546950,62
568710,62
573269,62
566033,61
555638,61
576300,61
542399,61
543978,61
569424,61
572307,61
573377,61
549241,61
539039,61
578017,61
569046,61
573396,61
539225,61
571669,61
541280,61
572194,61
577359,61
576864,61
543535,61
568168,61
570088,61
549548,61
549099,61
545688,61
545232,61
574839,61
562984,61
544293,61
572921,61
576911,61
563745,61
543277,61
546951,61
561868,61
552824,61
551171,61
559876,60
545587,60
552051,60
556107,60
549771,60
546108,60
553005,60
560251,60
553184,60
577740,60
537362,60
570246,60
567167,60
578551,60
576590,60
538040,60
553156,60
555573,60
548670,60
555249,60
559984,60
563376,60
575681,60
575952,60
552318,60
575637,60
578258,60
579536,60
575854,60
551440,60
576560,60
561885,60
537794,60
537399,60
562539,60
547896,60
575331,60
547918,60
565152,60
541658,59
566269,59
537624,59
578824,59
566345,59
536415,59
551531,59
575368,59
576066,59
549543,59
578211,59
550906,59
571850,59
545906,59
538799,59
571841,59
570241,59
545683,59
544445,59
561897,59
550622,59
545797,59
578977,59
553199,59
537254,59
569219,59
575668,59
565397,58
567099,58
569900,58
539647,58
538514,58
575767,58
559653,58
553141,58
570693,58
569983,58
577507,58
536409,58
537369,58
567661,58
547243,58
547382,58
537382,58
563944,58
544295,58
574559,58
568061,58
548739,58
544368,58
552864,58
561485,58
545681,58
577411,58
558372,58
576274,58
549257,58
560260,58
574686,58
540014,58
574864,58
566010,58
561192,58
577794,58
548400,58
551747,58
557268,58
574269,58
547772,58
545999,58
544795,58
568510,58
574709,58
542789,58
554016,58
574882,58
567477,57
556491,57
576614,57
548497,57
537192,57
553859,57
552640,57
549261,57
571216,57
566219,57
536528,57
552265,57
549251,57
560555,57
575152,57
542360,57
562932,57
574733,57
576176,57
549546,57
574476,57
564436,57
562772,57
572755,57
554808,57
570650,57
558558,57
568984,57
540098,57
577497,57
573381,57
576599,57
573338,57
562102,57
570423,57
562348,57
566914,57
569360,57
543309,57
541604,57
558368,57
574898,57
573814,57
551717,57
576784,57
568901,57
540350,57
579559,57
538625,57
559898,57
556915,56
554999,56
577490,56
570333,56
537262,56
542895,56
564191,56
574675,56
560025,56
547649,56
548388,56
538507,56
577500,56
570374,56
560244,56
550130,56
550515,56
571717,56
556041,56
572023,56
558861,56
577774,56
573315,56
549291,56
540813,56
556495,56
570404,56
564060,56
570229,56
550957,56
570428,56
566851,56
578702,56
556263,56
538626,56
569493,56
562587,56
544930,56
551056,56
537133,55
576321,55
571701,55
578513,55
578620,55
577033,55
556102,55
547548,55
559887,55
579098,55
538207,55
570231,55
553351,55
561079,55
576932,55
565401,55
555406,55
559698,55
573020,55
575918,55
571544,55
551142,55
538853,55
571098,55
555568,55
565460,55
556845,55
546096,55
560711,55
574684,55
578522,55
558731,55
574077,55
563933,55
550359,55
577545,55
562258,55
556776,55
577482,55
566193,55
575848,55
543096,55
548405,55
552563,55
550637,55
565649,55
539250,54
540179,54
554124,54
562444,54
546982,54
572880,54
554981,54
566912,54
538630,54
552820,54
554283,54
540803,54
578429,54
568553,54
566717,54
574575,54
563720,54
568528,54
563533,54
549964,54
542420,54
550006,54
578993,54
549235,54
539728,54
578506,54
551650,54
548796,54
538449,54
555896,54
571214,54
553879,54
556781,54
553002,54
570179,54
536522,54
540163,54
573076,54
567186,54
542608,54
569222,54
538890,54
545980,54
566427,54
546003,54
550144,54
558194,54
568895,54
548358,54
548176,54
572047,54
546005,53
570888,53
574308,53
572732,53
568152,53
564187,53
577785,53
554278,53
577071,53
571461,53
576303,53
544461,53
558696,53
550775,53
543821,53
561034,53
560125,53
554096,53
549294,53
571456,53
558761,53
579103,53
570180,53
540268,53
536987,53
559202,53
538517,53
550035,53
538635,53
570249,53
570168,53
553527,53
548160,53
568185,53
567182,53
540839,53
573094,53
541266,53
560453,53
568686,53
569331,53
553860,53
568046,53
573323,53
570192,53
561625,53
570232,53
574258,53
573123,53
537769,53
546753,53
537395,53
578307,53
573138,53
577517,52
577695,52
561773,52
562218,52
548188,52
540859,52
573551,52
559878,52
554986,52
554628,52
577317,52
542103,52
566094,52
559317,52
566194,52
575943,52
558876,52
578931,52
549981,52
570273,52
548952,52
540509,52
564301,52
569546,52
558771,52
573915,52
571274,52
578808,52
575868,52
569401,52
571667,52
573359,52
575612,52
572074,52
572028,52
579145,52
574249,52
544970,52
545559,52
545661,52
540168,52
537370,52
578548,52
576538,52
563209,52
578901,52
538638,52
543474,52
541784,52
553202,52
546133,52
569132,52
550447,52
537042,52
566200,52
579673,52
561077,52
556732,52
573380,52
566789,52
579132,52
544685,52
540464,52
548198,52
566279,51
553067,51
557213,51
547871,51
545830,51
541847,51
537050,51
544040,51
541410,51
554598,51
568069,51
572859,51
544037,51
537057,51
578045,51
572312,51
557888,51
568780,51
555488,51
543235,51
547070,51
552769,51
557278,51
577052,51
564135,51
545914,51
567288,51
578947,51
546426,51
547730,51
579135,51
562129,51
578153,51
561893,51
578155,51
565207,51
560105,51
560732,51
576690,51
552839,51
548313,51
575964,51
579091,51
540157,51
546107,51
577524,51
560393,51
556926,51
556733,51
545338,51
538374,51
537421,51
571965,51
569302,51
558754,51
556912,51
553556,51
576054,51
568898,51
544455,51
541282,50
570218,50
574555,50
546543,50
561026,50
571123,50
567873,50
565426,50
577536,50
575706,50
547786,50
551269,50
577493,50
542619,50
555545,50
563922,50
568163,50
552949,50
542373,50
570459,50
578250,50
551724,50
537400,50
539324,50
542526,50
537692,50
570677,50
536742,50
579414,50
571241,50
540672,50
560729,50
564747,50
555515,50
567339,50
565456,50
566296,50
538370,50
554839,50
539294,50
571282,50
545998,50
572867,50
571276,50
572284,50
536754,50
567424,50
552108,50
561085,50
546679,50
563432,50
537955,50
568833,50
537202,50
576771,50
572291,50
553522,50
571219,50
572746,50
575837,50
542401,50
544160,50
560106,50
550015,50
550829,50
557957,50
564735,50
539654,50
570093,50
548148,50
577029,50
556106,49
574704,49
578146,49
566601,49
540992,49
549943,49
578846,49
558086,49
540033,49
572096,49
578999,49
563012,49
563016,49
564719,49
541849,49
564139,49
549153,49
539317,49
574866,49
542862,49
573287,49
557319,49
569105,49
576851,49
552816,49
537375,49
541872,49
555815,49
562276,49
558063,49
574545,49
572186,49
555350,49
555564,49
558441,49
555841,49
546913,49
537265,49
545545,49
577438,49
544311,49
568101,49
579293,49
559526,49
574474,49
577748,49
560233,49
544918,49
566085,49
539053,49
568301,49
547510,49
572229,49
540520,49
536408,48
556937,48
565151,48
551517,48
560281,48
576687,48
564630,48
571679,48
569020,48
568207,48
566249,48
543191,48
554080,48
552654,48
574840,48
578225,48
570855,48
545334,48
576065,48
541660,48
572121,48
536623,48
552821,48
543447,48
540545,48
567062,48
557271,48
558200,48
579283,48
579286,48
568328,48
542241,48
574914,48
546261,48
567185,48
575034,48
578946,48
559902,48
548703,48
568662,48
560579,48
555108,48
540415,48
544568,48
541844,48
564050,48
538077,48
537391,48
566539,48
550459,48
567672,48
568868,48
577633,48
542611,48
540023,48
575039,48
547664,48
554520,48
572741,48
549789,48
548312,48
578927,48
544945,48
558461,48
536863,48
568325,48
578147,47
569474,47
550941,47
577700,47
557798,47
566847,47
575059,47
562878,47
573870,47
568180,47
569212,47
568227,47
551284,47
575656,47
551775,47
551291,47
546983,47
575587,47
578664,47
547058,47
555850,47
561626,47
579413,47
552061,47
559307,47
579520,47
545186,47
569461,47
555855,47
570019,47
562551,47
571284,47
568491,47
572558,47
566604,47
546105,47
552281,47
539321,47
537608,47
550621,47
553540,47
566929,47
558049,47
578954,47
574732,47
569481,47
554117,47
540524,47
578703,47
559109,47
554083,47
572668,47
549556,47
542836,47
565579,47
540994,47
545398,46
538312,46
558860,46
565971,46
541593,46
576014,46
537405,46
562347,46
560644,46
578278,46
549128,46
562106,46
552358,46
569241,46
556365,46
550350,46
567613,46
547380,46
561642,46
577511,46
574149,46
570237,46
577024,46
569110,46
546986,46
553739,46
554682,46
562371,46
549279,46
557595,46
568782,46
575694,46
577171,46
548978,46
559676,46
538163,46
538418,46
566979,46
549985,46
553863,46
577728,46
564745,46
553461,46
556222,46
576597,46
559893,46
562085,46
542932,46
578400,46
555560,46
554079,46
579541,46
545150,46
538662,46
575932,46
572676,46
569488,46
543273,46
575647,46
574311,46
540566,46
554950,46
576559,46
565478,46
548533,46
563543,46
577503,46
573339,46
538709,46
545655,46
569231,45
557799,45
571654,45
562341,45
544106,45
538951,45
563350,45
560861,45
569486,45
549431,45
574062,45
560120,45
538991,45
570342,45
579430,45
540364,45
541564,45
538839,45
537764,45
567675,45
537153,45
567796,45
562460,45
570827,45
565850,45
568792,45
576830,45
554030,45
552652,45
561915,45
551137,45
577296,45
539010,45
571684,45
564643,45
564843,45
566959,45
543162,45
537775,45
548621,45
567821,45
550633,45
547960,45
546389,45
544678,45
553356,45
554994,45
560224,45
562708,45
578125,45
574015,45
569140,45
546778,45
569894,45
546635,45
564995,45
575060,45
577331,45
537604,45
569695,45
547367,45
567742,45
564359,45
563937,45
541854,45
548863,45
554157,44
568676,44
572677,44
541856,44
551956,44
566607,44
564552,44
558538,44
540691,44
576600,44
557305,44
577341,44
562158,44
569910,44
540514,44
543973,44
552574,44
576611,44
579147,44
544634,44
567612,44
576059,44
575687,44
537623,44
556330,44
561712,44
575325,44
546993,44
565407,44
552042,44
546392,44
546769,44
574896,44
553463,44
551134,44
571746,44
537141,44
573397,44
552239,44
565664,44
562770,44
572719,44
541970,44
549425,44
538637,44
548792,44
574663,44
559356,44
563200,44
577230,44
563351,44
565118,44
567297,44
563213,44
568141,44
576252,44
549569,44
555653,44
573155,44
572225,44
572224,44
552231,44
579690,44
549733,44
537334,44
572030,44
566591,44
557854,44
557604,44
561043,44
538497,44
555257,44
539240,44
557846,44
560862,44
552803,44
545685,44
557283,44
556777,44
572865,44
566864,44
558535,44
552703,44
567341,43
561236,43
548289,43
567043,43
544316,43
566735,43
575340,43
559120,43
559009,43
552655,43
558370,43
540816,43
539579,43
569467,43
551739,43
538707,43
571715,43
538367,43
577690,43
538808,43
547083,43
550389,43
564168,43
578521,43
557267,43
562542,43
542613,43
547490,43
559141,43
544664,43
562949,43
539642,43
577315,43
545066,43
573414,43
567126,43
554993,43
542891,43
557626,43
563230,43
560248,43
545721,43
576057,43
579168,43
542236,43
547884,43
552296,43
539019,43
552694,43
575631,43
561512,43
555570,43
571317,43
542618,43
551987,43
573406,43
541414,43
561874,43
549129,43
552010,43
561247,43
551810,43
557153,43
558707,43
566869,43
543777,43
566272,43
570027,43
564536,43
568896,43
538863,43
546549,43
540248,43
565803,43
553009,42
564510,42
564167,42
566171,42
568050,42
567304,42
572240,42
568314,42
568058,42
563094,42
568428,42
570806,42
547568,42
567917,42
566450,42
557397,42
548870,42
559809,42
570597,42
566564,42
547488,42
570287,42
564660,42
553833,42
574509,42
566053,42
568104,42
549844,42
561363,42
566285,42
569371,42
549573,42
553671,42
560278,42
567610,42
560918,42
571438,42
549906,42
564305,42
542662,42
555567,42
550438,42
559200,42
566647,42
559673,42
555644,42
545166,42
566008,42
542345,42
540357,42
563354,42
558367,42
552710,42
574053,42
546417,42
567504,42
544304,42
571845,42
575482,42
568170,42
539471,42
546739,42
566771,42
559297,42
554942,42
538660,42
547240,42
543975,42
546791,42
575086,42
559866,42
537051,42
545523,42
559538,42
554814,42
541417,42
561325,42
539663,42
552975,42
576181,42
577595,42
553946,42
576689,42
540349,42
564300,42
537209,42
575051,42
544153,42
540568,42
568952,42
545445,41
548521,41
556575,41
538636,41
577049,41
554617,41
557746,41
551057,41
550297,41
541845,41
549567,41
569968,41
569728,41
543193,41
577076,41
559804,41
540260,41
552278,41
570652,41
537441,41
573369,41
544691,41
544676,41
541038,41
568696,41
576778,41
549558,41
573909,41
567213,41
573992,41
570856,41
537054,41
545909,41
560305,41
567905,41
576217,41
551727,41
572743,41
555109,41
563940,41
560989,41
560259,41
542408,41
571292,41
542272,41
568690,41
542717,41
566055,41
547350,41
544303,41
562549,41
557639,41
574909,41
571028,41
572484,41
543293,41
570796,41
575680,41
542100,41
537047,41
552295,41
538209,41
567077,41
570209,41
543116,41
560895,41
575954,41
541012,41
553061,41
538371,41
573393,41
555648,41
559061,41
554917,41
559011,41
556063,41
577749,41
573905,41
578266,41
540187,41
545327,41
556942,41
554089,41
555015,41
540099,41
555537,41
541552,41
574852,41
574009,41
570049,41
567804,41
538201,41
538634,41
539653,41
562611,41
545023,41
573122,41
549300,41
548808,40
542627,40
547106,40
562263,40
553006,40
553685,40
551776,40
549831,40
563912,40
539414,40
575269,40
557776,40
578508,40
572092,40
565329,40
541256,40
562733,40
578515,40
550279,40
546846,40
576876,40
554630,40
577938,40
568321,40
569027,40
568165,40
577751,40
554261,40
560024,40
563931,40
539502,40
543428,40
539307,40
548210,40
544796,40
538510,40
545410,40
575007,40
573093,40
571372,40
552951,40
572055,40
557891,40
558991,40
547670,40
560552,40
572923,40
563952,40
545081,40
570177,40
548867,40
541838,40
554158,40
569336,40
577016,40
573564,40
565421,40
541850,40
559128,40
536591,40
574444,40
558102,40
544692,40
549368,40
575975,40
577601,40
573346,40
554933,40
571465,40
562457,40
545682,40
568394,40
553190,40
577711,40
558752,40
546084,40
555631,40
550712,40
578019,40
565386,40
566295,40
578032,40
559679,40
568094,40
550968,40
546028,40
572296,40
569205,40
573993,40
541289,40
568831,40
546528,40
561066,40
545838,40
546784,40
571205,40
578688,40
577303,40
553702,40
573385,40
564056,40
578856,40
560712,40
563377,40
556685,40
573344,40
560878,40
579146,40
543979,39
549126,39
577554,39
564489,39
573584,39
562166,39
572331,39
570167,39
536856,39
565588,39
547841,39
578925,39
569702,39
572969,39
547362,39
565846,39
566872,39
572287,39
539185,39
548014,39
568054,39
549130,39
571189,39
568701,39
556531,39
547921,39
540856,39
543354,39
550956,39
540489,39
563205,39
565201,39
540471,39
568156,39
538307,39
542806,39
575731,39
547872,39
576323,39
570230,39
538369,39
542000,39
547937,39
573500,39
548864,39
573937,39
547969,39
542791,39
561923,39
539659,39
558057,39
541205,39
568062,39
553942,39
555393,39
568367,39
564753,39
541509,39
579754,39
552149,39
569262,39
543382,39
578244,39
579188,39
559122,39
561396,39
571629,39
547809,39
554964,39
575983,39
572735,39
579171,39
550493,39
554812,39
554906,39
568909,39
572650,39
571229,39
570091,39
560394,39
575211,39
545059,39
561020,39
576645,39
574573,39
561869,39
572073,39
537140,39
553088,39
562607,39
546394,39
570186,39
538313,39
538353,38
542353,38
574892,38
550016,38
557764,38
564849,38
578248,38
578302,38
539075,38
550513,38
537199,38
550321,38
561258,38
556113,38
541258,38
569208,38
537131,38
566434,38
571940,38
569363,38
554489,38
540526,38
557671,38
545073,38
551616,38
543355,38
561873,38
543815,38
538248,38
563360,38
577302,38
565836,38
575091,38
537844,38
565471,38
578675,38
561222,38
573492,38
553505,38
574292,38
578719,38
543279,38
569460,38
573320,38
568670,38
538086,38
565675,38
536988,38
573305,38
551158,38
552822,38
573889,38
544909,38
568558,38
579267,38
570715,38
560692,38
561933,38
544484,38
552310,38
566786,38
577022,38
565725,38
572076,38
546438,38
573665,38
570791,38
570416,38
578790,38
537765,38
542595,38
543820,38
545302,38
541018,38
536947,38
563697,38
537354,38
552282,38
536783,38
572911,38
550034,38
578317,38
558534,38
574054,38
578516,38
578953,38
556198,38
557995,38
559686,38
578479,38
563328,38
575222,38
546378,38
550298,38
571660,38
559641,38
551533,38
565122,38
538378,38
574962,37
555473,37
550994,37
551953,37
562210,37
567533,37
538156,37
576852,37
552446,37
562427,37
548614,37
573335,37
551193,37
556778,37
569693,37
545377,37
566079,37
540397,37
570215,37
564716,37
539215,37
578290,37
568162,37
564648,37
559311,37
549874,37
560833,37
569468,37
543543,37
566190,37
566025,37
561519,37
565734,37
537653,37
558501,37
553229,37
542646,37
537193,37
548732,37
549833,37
541103,37
579689,37
556542,37
538382,37
545660,37
571779,37
575902,37
575756,37
574029,37
559513,37
566554,37
539760,37
540501,37
574530,37
546421,37
568715,37
557123,37
574923,37
562716,37
577869,37
573070,37
559256,37
564483,37
549555,37
550280,37
549713,37
538419,37
566580,37
538641,37
545812,37
568912,37
566317,37
562283,37
573407,37
571291,37
577337,37
545649,37
558416,37
540373,37
572651,37
578027,37
546862,37
554979,37
548874,37
537136,37
567174,37
570514,37
559107,37
565324,37
578783,37
547389,37
563920,37
570701,37
561534,37
568369,37
548492,37
563569,37
560047,37
541244,37
565366,37
575336,37
562784,37
554663,37
538533,37
559813,37
567095,37
568070,37
541524,37
571247,37
546866,37
577312,37
579142,36
541253,36
575221,36
542268,36
550360,36
537418,36
571033,36
566319,36
566203,36
564165,36
555260,36
548733,36
553048,36
539470,36
571040,36
569848,36
550479,36
563427,36
570234,36
554105,36
547903,36
563584,36
544788,36
544294,36
541698,36
566274,36
538346,36
542221,36
565472,36
558235,36
541241,36
544660,36
570214,36
543997,36
574624,36
562939,36
577893,36
577095,36
555865,36
574893,36
564742,36
573544,36
561465,36
540523,36
555979,36
569005,36
571272,36
550106,36
540543,36
541094,36
569254,36
567153,36
562649,36
567935,36
553194,36
572544,36
554497,36
570887,36
549901,36
567204,36
554669,36
553487,36
546116,36
557960,36
545063,36
577800,36
545571,36
547971,36
540834,36
569514,36
554415,36
544894,36
568202,36
572872,36
566950,36
552183,36
559032,36
577472,36
569403,36
541238,36
557221,36
546742,36
555203,36
577050,36
575843,36
570685,36
568228,36
573353,36
564052,36
575931,36
572861,36
558620,36
558195,36
544837,36
571429,36
569248,35
540957,35
575367,35
544998,35
544409,35
550632,35
548561,35
559525,35
569535,35
552460,35
570830,35
542057,35
540506,35
537045,35
560892,35
552365,35
567485,35
539009,35
573364,35
575917,35
549729,35
556882,35
541293,35
550033,35
542737,35
550532,35
551436,35
548701,35
550836,35
577783,35
570126,35
565331,35
563061,35
540644,35
573026,35
560726,35
556441,35
545408,35
548610,35
567880,35
575490,35
568526,35
542503,35
571221,35
563925,35
575141,35
552894,35
536743,35
549583,35
536551,35
558993,35
553710,35
559464,35
566612,35
567179,35
574321,35
573420,35
541530,35
547712,35
571294,35
553658,35
542219,35
569472,35
556740,35
546561,35
571418,35
539444,35
562269,35
571656,35
565995,35
554094,35
551849,35
566123,35
552905,35
571275,35
576889,35
565451,35
549949,35
552843,35
545653,35
567809,35
579465,35
541783,35
550921,35
563031,35
557276,35
575852,35
552825,35
554058,35
558084,35
569215,35
552669,35
571737,35
569007,35
536381,35
563566,35
569243,35
560104,35
541123,35
545337,35
577107,35
572290,35
545004,35
547199,35
549115,35
539196,35
562282,35
569790,35
553158,35
550000,35
575960,35
559674,35
537888,35
536488,35
577300,35
558330,35
560537,34
564526,34
577951,34
543020,34
543597,34
566217,34
544893,34
560145,34
540482,34
549116,34
555844,34
549571,34
557350,34
559691,34
573808,34
548510,34
564437,34
569714,34
568400,34
577729,34
537393,34
540188,34
560366,34
560863,34
536993,34
572319,34
544935,34
574478,34
579749,34
577508,34
540943,34
573096,34
540176,34
540511,34
554557,34
562519,34
557962,34
565779,34
542105,34
572301,34
539469,34
538558,34
570244,34
542275,34
546538,34
570826,34
572903,34
577698,34
547880,34
575504,34
556487,34
574079,34
545349,34
570288,34
