,CustomerID
14525.0,298
16523.0,298
16839.0,298
17975.0,297
16187.0,297
17068.0,297
15708.0,297
17634.0,297
16242.0,295
15750.0,295
17284.0,294
14446.0,293
14390.0,291
14057.0,291
16873.0,289
14410.0,287
16794.0,287
18225.0,286
17686.0,286
15453.0,286
12517.0,286
14286.0,285
16705.0,284
16115.0,284
16942.0,283
16440.0,282
16684.0,281
14472.0,281
13113.0,280
16609.0,280
15786.0,280
17870.0,280
17449.0,279
15152.0,278
14723.0,278
17719.0,278
14189.0,277
12731.0,277
15058.0,276
15834.0,276
15271.0,275
15984.0,275
15804.0,274
17218.0,274
16255.0,274
12362.0,274
16029.0,274
12539.0,274
14572.0,273
12536.0,273
17426.0,272
17416.0,271
12700.0,270
17652.0,270
17596.0,270
14329.0,269
16728.0,269
17017.0,268
13334.0,268
15910.0,267
13178.0,265
14426.0,264
12476.0,264
13599.0,264
14191.0,263
15532.0,263
16670.0,262
17126.0,262
16550.0,261
16655.0,261
15544.0,261
17528.0,260
13471.0,260
16265.0,260
14659.0,259
12714.0,259
17690.0,258
14449.0,258
14031.0,258
12709.0,257
14808.0,256
16771.0,255
14810.0,255
12359.0,254
17716.0,254
17589.0,253
17372.0,253
14099.0,252
15502.0,252
12583.0,251
15907.0,249
17961.0,249
16945.0,249
14180.0,248
15301.0,247
14462.0,246
14146.0,245
18226.0,245
12490.0,245
12957.0,244
14030.0,243
16938.0,242
16744.0,242
14573.0,241
14040.0,241
12431.0,240
13988.0,239
17651.0,239
15059.0,239
15644.0,238
14291.0,238
14719.0,238
17609.0,238
14755.0,237
15701.0,237
16145.0,237
14653.0,237
16016.0,237
17191.0,237
16464.0,236
16717.0,236
16348.0,235
13124.0,235
17019.0,234
15351.0,233
12662.0,232
15189.0,232
16409.0,232
12749.0,231
12753.0,230
12627.0,230
17160.0,229
13198.0,229
12744.0,229
14529.0,229
15531.0,228
14277.0,228
13610.0,228
16370.0,228
16722.0,228
17673.0,228
18077.0,227
16081.0,227
13505.0,227
17389.0,224
13267.0,224
13527.0,224
17861.0,223
16592.0,222
16767.0,222
14422.0,222
13013.0,222
18145.0,221
15518.0,220
17827.0,220
17730.0,220
15444.0,219
13777.0,219
12949.0,219
17463.0,219
16186.0,219
12378.0,219
15144.0,218
15514.0,218
16005.0,218
12481.0,218
17015.0,217
14092.0,217
15676.0,216
14530.0,216
13680.0,216
14733.0,216
14978.0,216
14554.0,216
17348.0,215
14051.0,215
17593.0,215
15572.0,215
12597.0,214
17585.0,214
15707.0,214
15622.0,214
17097.0,213
18096.0,213
16928.0,213
17211.0,213
17400.0,213
15290.0,212
16011.0,212
16121.0,212
13999.0,212
15808.0,210
16395.0,210
14698.0,210
14044.0,209
16905.0,209
13764.0,208
17419.0,208
16657.0,208
17228.0,208
13735.0,208
16556.0,207
13232.0,207
15046.0,207
14419.0,206
13842.0,206
15787.0,206
14735.0,205
17323.0,204
14524.0,203
16891.0,203
14060.0,203
16719.0,203
18204.0,202
16458.0,202
13266.0,202
12607.0,202
14132.0,201
13614.0,201
17404.0,201
17590.0,201
12437.0,201
16525.0,200
15521.0,200
15296.0,200
13448.0,199
14649.0,199
17858.0,199
17091.0,198
14963.0,198
17725.0,198
16401.0,198
12417.0,198
18172.0,197
14591.0,197
13700.0,197
14709.0,197
18125.0,197
15114.0,197
16782.0,197
15379.0,196
12553.0,196
13047.0,196
15298.0,194
14221.0,194
14499.0,194
17777.0,194
13736.0,194
16743.0,193
17894.0,193
15416.0,193
14498.0,193
17750.0,193
15756.0,192
18022.0,191
15858.0,191
12569.0,191
16818.0,191
12449.0,191
14388.0,191
17790.0,190
17085.0,189
15484.0,189
15764.0,188
13634.0,188
13285.0,187
16726.0,185
15955.0,185
16015.0,184
16626.0,184
14401.0,183
12955.0,183
13184.0,183
14227.0,183
17341.0,183
15009.0,182
16469.0,182
12347.0,182
16533.0,181
14083.0,181
17472.0,181
14461.0,180
13881.0,180
14307.0,180
17997.0,180
15525.0,180
16059.0,180
13588.0,180
12473.0,179
16200.0,179
17974.0,179
13536.0,179
16880.0,178
15632.0,177
13523.0,177
13772.0,177
12444.0,177
18245.0,177
17567.0,177
13815.0,177
15974.0,177
15696.0,177
16755.0,176
15738.0,176
16180.0,176
13015.0,176
13566.0,176
12836.0,175
14639.0,175
13558.0,175
17073.0,174
12708.0,174
13838.0,174
16607.0,174
13139.0,174
16442.0,174
13381.0,173
14112.0,173
14944.0,172
16407.0,172
17837.0,172
14004.0,171
16470.0,171
12688.0,171
13093.0,170
16678.0,170
18272.0,170
14669.0,170
17001.0,169
16511.0,169
15838.0,169
13362.0,169
17644.0,169
17728.0,169
15687.0,168
12668.0,168
14662.0,168
15574.0,168
14907.0,168
12562.0,168
16283.0,168
12370.0,167
16085.0,167
14125.0,167
17591.0,167
13437.0,167
12678.0,167
16303.0,167
18198.0,166
13596.0,166
15527.0,166
13654.0,166
16837.0,166
15218.0,166
13880.0,165
16019.0,165
14179.0,165
15506.0,164
18229.0,164
14503.0,164
12721.0,164
14592.0,164
17213.0,164
14175.0,164
16800.0,164
13394.0,164
12613.0,163
14334.0,163
16898.0,163
13507.0,162
14299.0,162
18139.0,162
14016.0,162
17084.0,162
14121.0,161
17659.0,161
16669.0,161
13090.0,161
14971.0,160
15511.0,160
13949.0,160
12501.0,160
15916.0,160
14234.0,159
16877.0,159
13426.0,159
12779.0,159
12395.0,159
14842.0,158
13373.0,158
15065.0,158
16775.0,158
15004.0,158
13971.0,158
12685.0,157
17774.0,157
16520.0,157
15628.0,157
15464.0,157
14110.0,157
14081.0,156
14282.0,156
16316.0,156
16788.0,155
12520.0,155
13994.0,155
15024.0,155
15491.0,155
17027.0,155
15673.0,155
13384.0,155
13883.0,155
12480.0,154
16332.0,154
17069.0,154
16701.0,154
12877.0,154
16340.0,153
14629.0,153
15407.0,153
16633.0,153
18075.0,153
17203.0,152
13956.0,152
17566.0,152
16725.0,152
14032.0,152
14593.0,152
16013.0,151
12970.0,151
16191.0,151
15906.0,151
15365.0,151
16907.0,151
15581.0,151
16809.0,150
13208.0,150
15281.0,150
14952.0,149
14732.0,149
16983.0,149
15755.0,149
13901.0,149
17863.0,148
14428.0,148
16466.0,148
13911.0,148
13644.0,148
14243.0,148
17071.0,148
16014.0,148
12577.0,148
17979.0,147
15769.0,147
14868.0,147
13632.0,147
12502.0,147
17802.0,147
15862.0,147
16477.0,146
16770.0,146
13110.0,146
17700.0,146
17545.0,145
14487.0,145
17883.0,145
17921.0,145
15089.0,145
17164.0,145
12524.0,144
14482.0,144
15006.0,144
13769.0,143
13517.0,143
14262.0,143
15235.0,143
16916.0,143
14852.0,143
15051.0,143
15919.0,143
13246.0,143
13212.0,143
13756.0,143
13862.0,142
15860.0,142
13126.0,142
12712.0,142
17612.0,142
15203.0,142
17288.0,142
16240.0,142
17812.0,141
12727.0,141
18196.0,141
15125.0,140
14387.0,140
15854.0,140
15987.0,140
18260.0,140
15845.0,140
18168.0,140
18156.0,140
17504.0,140
17442.0,140
13136.0,139
14710.0,139
15811.0,139
16156.0,139
16871.0,139
18065.0,138
13952.0,138
17434.0,138
14841.0,138
13924.0,137
15373.0,137
16222.0,137
13804.0,137
13048.0,137
17744.0,137
17516.0,137
14766.0,137
17838.0,137
15874.0,137
16497.0,136
13141.0,136
13555.0,136
17314.0,136
16150.0,136
15796.0,135
16889.0,135
15022.0,135
17422.0,135
17444.0,135
16258.0,135
13317.0,135
14623.0,135
17293.0,135
15674.0,135
16460.0,135
13704.0,135
17114.0,135
14776.0,134
18210.0,134
13340.0,134
17131.0,134
15827.0,134
16271.0,134
12743.0,134
16057.0,134
16225.0,134
14135.0,134
13021.0,134
17787.0,134
16570.0,133
12598.0,133
15038.0,133
14696.0,133
13168.0,133
15157.0,133
13365.0,132
17360.0,132
13115.0,132
16438.0,132
14670.0,132
14382.0,131
17180.0,131
14854.0,131
12357.0,131
15877.0,131
16076.0,131
15996.0,131
12656.0,130
14341.0,130
14844.0,130
14465.0,130
16367.0,130
12935.0,130
16918.0,130
17685.0,130
13576.0,130
16987.0,129
16869.0,129
12360.0,129
14565.0,129
13593.0,129
12456.0,129
14930.0,128
13422.0,128
16376.0,128
15720.0,128
16735.0,128
17368.0,128
18044.0,128
15872.0,128
12647.0,128
15012.0,128
16170.0,127
17265.0,127
18079.0,127
14657.0,127
15482.0,127
15036.0,127
12397.0,126
18231.0,126
14626.0,126
12584.0,126
15228.0,126
13908.0,126
12423.0,126
17696.0,126
15494.0,125
13993.0,125
12901.0,125
16899.0,125
15584.0,125
17092.0,125
17259.0,124
13014.0,124
16253.0,124
17629.0,124
16261.0,124
14107.0,124
14418.0,124
12518.0,124
13548.0,124
14878.0,124
17287.0,124
12726.0,124
16875.0,123
16706.0,123
14309.0,123
12838.0,123
16652.0,123
15819.0,123
16210.0,123
14577.0,123
18016.0,123
14493.0,123
14321.0,123
18257.0,123
15410.0,122
15965.0,122
13159.0,122
15060.0,121
14825.0,121
13552.0,121
16801.0,121
17109.0,121
18043.0,121
12556.0,121
16985.0,121
15251.0,121
13771.0,120
17722.0,120
12937.0,120
16293.0,120
13199.0,120
12578.0,120
15932.0,119
15220.0,119
12594.0,119
14898.0,119
18180.0,119
17682.0,119
13344.0,119
16628.0,119
15641.0,119
15800.0,119
13895.0,119
13725.0,118
16324.0,118
14211.0,118
12948.0,118
16369.0,118
16143.0,118
14232.0,118
15716.0,118
14360.0,118
13870.0,118
14224.0,118
15704.0,117
13510.0,117
17667.0,117
13758.0,117
15563.0,117
16841.0,117
17884.0,117
16672.0,117
14665.0,117
15376.0,117
16126.0,117
14239.0,116
17406.0,116
15665.0,116
12840.0,116
17272.0,116
15901.0,116
15549.0,116
17672.0,115
17088.0,115
16201.0,115
12854.0,115
13982.0,115
18219.0,115
17897.0,115
14700.0,115
13782.0,115
15002.0,115
14544.0,114
15054.0,114
14607.0,114
13890.0,114
13854.0,114
12409.0,114
14640.0,113
15983.0,113
12408.0,113
14553.0,113
16515.0,113
17254.0,112
18034.0,112
13658.0,112
14258.0,112
13983.0,112
14245.0,112
15810.0,112
13077.0,112
17289.0,112
13481.0,112
15093.0,112
12560.0,111
14250.0,111
17461.0,111
17797.0,111
17459.0,111
15128.0,111
15241.0,111
16374.0,111
16456.0,111
15031.0,111
14062.0,111
12610.0,111
14541.0,111
15172.0,110
13320.0,110
17381.0,110
16358.0,110
14305.0,110
13196.0,110
15679.0,110
15214.0,110
12523.0,110
17491.0,110
14837.0,110
15291.0,109
16279.0,109
14451.0,109
16284.0,109
12965.0,109
16379.0,109
13327.0,109
17886.0,109
16434.0,109
14215.0,109
12916.0,109
18097.0,109
13224.0,109
15530.0,108
12432.0,108
14292.0,108
14161.0,108
12843.0,108
17705.0,108
13659.0,108
13715.0,108
12406.0,108
14504.0,107
14217.0,107
14408.0,107
12782.0,107
14257.0,107
12868.0,107
17451.0,107
12933.0,107
14543.0,107
13012.0,107
17321.0,107
13309.0,107
16361.0,106
17512.0,106
16571.0,106
15880.0,106
15123.0,106
17555.0,106
15321.0,106
12684.0,105
13421.0,105
12615.0,105
14093.0,105
17768.0,105
18241.0,105
17236.0,105
13134.0,105
12380.0,105
17162.0,105
16912.0,105
15620.0,104
18235.0,104
17214.0,104
15594.0,104
15465.0,104
15573.0,104
17964.0,104
15068.0,104
14315.0,104
14404.0,104
17800.0,104
13875.0,104
16806.0,103
15164.0,103
12747.0,103
13435.0,103
12633.0,103
14210.0,103
16003.0,103
14866.0,103
12940.0,103
12947.0,103
15950.0,103
15953.0,103
14290.0,103
13717.0,103
17864.0,102
16066.0,102
14675.0,102
17043.0,102
14595.0,102
17290.0,102
12669.0,102
16418.0,102
12931.0,102
14651.0,102
14759.0,102
17159.0,102
15106.0,102
16383.0,102
14584.0,101
13637.0,101
16885.0,101
13271.0,101
16960.0,101
16892.0,101
17061.0,101
15105.0,101
16023.0,101
13849.0,101
14515.0,101
15113.0,101
12635.0,101
16031.0,100
12383.0,100
17614.0,100
16394.0,100
12391.0,100
15411.0,100
12388.0,100
15237.0,99
16168.0,99
15505.0,99
18178.0,99
16455.0,99
17738.0,99
13467.0,99
15334.0,99
14664.0,99
13601.0,99
13030.0,99
17042.0,98
15976.0,98
14901.0,98
13650.0,98
13546.0,98
13607.0,98
16674.0,98
14507.0,98
12438.0,98
18252.0,98
14871.0,98
16805.0,98
16205.0,98
14414.0,98
15048.0,98
14443.0,98
15799.0,98
12585.0,97
16618.0,97
16496.0,97
16372.0,97
15201.0,97
12429.0,97
16495.0,97
12758.0,97
15981.0,97
15850.0,97
16221.0,97
13379.0,97
17086.0,96
17198.0,96
12963.0,96
13822.0,96
14621.0,96
16224.0,96
15367.0,96
18036.0,96
12865.0,96
12909.0,96
12352.0,95
16992.0,95
16638.0,95
12759.0,95
16817.0,95
15179.0,95
12528.0,95
16790.0,95
17759.0,95
14397.0,95
16750.0,95
12619.0,95
13520.0,95
15146.0,95
15370.0,95
17917.0,94
17890.0,94
13183.0,94
16714.0,94
13850.0,94
15660.0,94
13627.0,94
16353.0,94
12826.0,94
12670.0,94
17282.0,94
17405.0,94
16012.0,94
17655.0,93
15889.0,93
15187.0,93
16245.0,93
15747.0,93
13827.0,93
17754.0,93
14038.0,93
14740.0,93
16906.0,93
17999.0,93
12620.0,92
17397.0,92
15154.0,92
14748.0,92
16676.0,92
12988.0,92
16347.0,92
17648.0,92
13213.0,92
15508.0,92
14034.0,92
17052.0,92
13959.0,92
15952.0,91
16244.0,91
12381.0,91
12674.0,91
15721.0,91
15606.0,91
16979.0,91
12847.0,91
12625.0,91
13265.0,91
16009.0,90
16362.0,90
16218.0,90
18179.0,90
17663.0,90
17932.0,90
17469.0,90
12455.0,90
17105.0,90
14467.0,90
12704.0,90
14336.0,90
13695.0,90
13357.0,90
18092.0,90
16128.0,89
16762.0,89
12576.0,89
17188.0,89
16924.0,89
15245.0,89
15700.0,89
13590.0,89
13157.0,89
16153.0,89
18230.0,89
14209.0,88
15288.0,88
12463.0,88
16386.0,88
18239.0,88
17507.0,88
14934.0,88
15483.0,88
15743.0,88
15339.0,88
17554.0,88
14048.0,88
13316.0,88
15898.0,87
16951.0,87
17252.0,87
15122.0,87
15785.0,87
13995.0,87
13667.0,87
14312.0,87
17515.0,87
14985.0,87
17173.0,87
13544.0,87
17345.0,87
13259.0,87
14913.0,87
16173.0,87
17371.0,87
16980.0,87
13149.0,86
17490.0,86
16444.0,86
13623.0,86
15485.0,86
16398.0,86
16504.0,86
13722.0,86
12783.0,86
16503.0,86
13491.0,86
16010.0,86
13475.0,86
13991.0,86
16553.0,86
12886.0,86
15533.0,86
13564.0,85
12398.0,85
16169.0,85
12876.0,85
13569.0,85
12364.0,85
17147.0,85
17968.0,85
16595.0,85
13155.0,85
13280.0,85
15392.0,85
15394.0,85
14954.0,85
16463.0,85
13577.0,85
15967.0,84
16053.0,84
16341.0,84
14005.0,84
17994.0,84
12853.0,84
15129.0,84
13186.0,84
15111.0,84
15596.0,84
12494.0,84
16730.0,84
17054.0,84
17779.0,84
12928.0,84
14102.0,84
17481.0,83
17731.0,83
17595.0,83
16431.0,83
17519.0,83
14965.0,83
17379.0,83
16101.0,83
15429.0,83
16045.0,83
15240.0,83
13118.0,82
14794.0,82
16900.0,82
12890.0,82
13162.0,82
13562.0,82
17796.0,82
15265.0,82
14064.0,82
17063.0,82
17828.0,82
15067.0,82
17656.0,82
15545.0,81
15671.0,81
15140.0,81
17302.0,81
13851.0,81
17888.0,81
12483.0,81
17867.0,81
13477.0,81
15737.0,81
13305.0,81
17082.0,81
18161.0,81
13301.0,81
14235.0,80
15050.0,80
15855.0,80
17702.0,80
17179.0,80
16656.0,80
12952.0,80
17075.0,80
17914.0,80
13647.0,80
14656.0,80
13630.0,80
17266.0,80
15117.0,80
15694.0,79
16295.0,79
16709.0,79
13158.0,79
14916.0,79
12710.0,79
17676.0,79
17949.0,79
17387.0,78
15680.0,78
13055.0,78
15260.0,78
13425.0,78
15535.0,78
17255.0,78
18242.0,78
17470.0,78
12985.0,78
13313.0,78
14251.0,78
14921.0,78
17618.0,78
16131.0,78
17936.0,77
17095.0,77
15939.0,77
12407.0,77
12377.0,77
16531.0,77
15471.0,77
13860.0,77
13324.0,77
17037.0,77
13310.0,77
15000.0,77
17619.0,77
16929.0,77
15870.0,76
14560.0,76
14540.0,76
16776.0,76
15791.0,76
17183.0,76
16653.0,76
16022.0,76
14105.0,76
13808.0,76
15472.0,76
18073.0,76
13611.0,76
13117.0,76
16368.0,76
15073.0,76
14407.0,76
13752.0,76
13533.0,76
12910.0,75
14276.0,75
17537.0,75
14246.0,75
17764.0,75
14998.0,75
14375.0,75
13082.0,75
18177.0,75
13151.0,75
17014.0,75
16042.0,75
13314.0,75
13032.0,75
15903.0,75
12942.0,75
12645.0,74
13831.0,74
15814.0,74
16554.0,74
15933.0,74
16065.0,74
18117.0,74
13428.0,74
15398.0,74
14673.0,74
14976.0,73
14514.0,73
14396.0,73
14893.0,73
18082.0,73
16399.0,73
15134.0,73
15730.0,73
12349.0,73
16416.0,73
17522.0,73
14226.0,73
17320.0,73
17230.0,73
12994.0,73
17950.0,72
12885.0,72
17633.0,72
12904.0,72
17350.0,72
17786.0,72
15722.0,72
16637.0,72
14466.0,72
12689.0,72
15349.0,72
18188.0,72
13176.0,72
16859.0,72
14869.0,72
12462.0,72
15025.0,72
14116.0,72
13744.0,72
14344.0,71
13813.0,71
15053.0,71
15104.0,71
12526.0,71
14691.0,71
14188.0,71
17062.0,71
14511.0,71
17041.0,71
14758.0,71
18130.0,71
13450.0,71
17375.0,71
14729.0,71
14715.0,71
15503.0,70
15069.0,70
14745.0,70
14834.0,70
15019.0,70
13761.0,70
14214.0,70
14087.0,70
14447.0,70
16054.0,70
14823.0,70
18287.0,70
16359.0,70
18094.0,70
12546.0,70
12590.0,70
15136.0,69
12762.0,69
17306.0,69
17295.0,69
14692.0,69
13486.0,69
17277.0,69
17248.0,69
14561.0,69
18189.0,69
12723.0,69
12716.0,69
15831.0,69
16249.0,69
16172.0,69
14364.0,69
13064.0,69
12508.0,69
16317.0,69
16895.0,69
14904.0,69
16748.0,69
15801.0,69
15826.0,69
17669.0,68
16056.0,68
17966.0,68
12457.0,68
12530.0,68
14442.0,68
18202.0,68
12989.0,68
15625.0,68
15500.0,68
14019.0,68
12775.0,67
15605.0,67
13240.0,67
16807.0,67
15681.0,67
16098.0,67
16094.0,67
17783.0,67
15041.0,67
17727.0,67
13500.0,67
13429.0,67
12997.0,67
17158.0,67
17204.0,67
15145.0,67
14130.0,67
14140.0,67
16188.0,67
16274.0,67
12872.0,66
14267.0,66
13532.0,66
13802.0,66
14035.0,66
13221.0,66
16795.0,66
14856.0,66
13642.0,66
13882.0,66
16208.0,66
16612.0,66
17412.0,66
17301.0,66
18221.0,65
12754.0,65
17100.0,65
16040.0,65
14078.0,65
14533.0,65
12951.0,65
12500.0,65
13456.0,65
15977.0,65
17976.0,65
13167.0,65
17047.0,65
13673.0,65
17931.0,65
12600.0,65
15839.0,65
15745.0,65
12611.0,65
12630.0,64
12393.0,64
14297.0,64
17090.0,64
16842.0,64
16024.0,64
14532.0,64
17081.0,64
17885.0,64
17175.0,64
13474.0,64
16629.0,64
17410.0,64
17562.0,64
14948.0,64
17070.0,64
13636.0,64
16062.0,64
17809.0,64
13728.0,63
16406.0,63
14817.0,63
12534.0,63
13138.0,63
13192.0,63
17221.0,63
15272.0,63
12936.0,63
16445.0,63
15353.0,63
12906.0,63
12371.0,63
13652.0,63
17604.0,63
15184.0,63
14335.0,63
15763.0,63
16206.0,63
16934.0,62
15891.0,62
17064.0,62
15821.0,62
17058.0,62
15329.0,62
16600.0,62
16685.0,62
13635.0,62
16688.0,62
15440.0,62
16493.0,62
16644.0,62
18263.0,62
15449.0,62
13447.0,62
14452.0,62
12572.0,62
14389.0,62
12599.0,62
17392.0,62
17671.0,61
17454.0,61
13867.0,61
14857.0,61
18237.0,61
14293.0,61
15108.0,61
15550.0,61
17189.0,61
16949.0,61
16266.0,61
15630.0,61
15026.0,61
17835.0,61
17832.0,61
14995.0,61
14223.0,61
14959.0,61
13476.0,61
14739.0,61
14672.0,61
12412.0,61
18143.0,61
14346.0,60
13107.0,60
16350.0,60
12609.0,60
15920.0,60
15088.0,60
13363.0,60
13884.0,60
16921.0,60
18005.0,60
16780.0,60
13719.0,60
15608.0,60
14775.0,60
16903.0,60
16693.0,60
16804.0,60
16402.0,60
15948.0,60
15456.0,60
17169.0,60
14383.0,59
17358.0,59
12356.0,59
13235.0,59
15706.0,59
13821.0,59
14441.0,59
17913.0,59
12820.0,59
13931.0,59
15289.0,59
13297.0,59
16385.0,59
13515.0,59
17402.0,59
14741.0,59
14859.0,59
14801.0,59
12784.0,59
17608.0,59
14216.0,59
15434.0,59
13629.0,59
12399.0,59
17860.0,58
13846.0,58
13243.0,58
17908.0,58
16768.0,58
12354.0,58
16572.0,58
14171.0,58
17793.0,58
18001.0,58
15306.0,58
12446.0,58
14552.0,58
15406.0,58
15452.0,58
13591.0,58
15457.0,58
15460.0,58
13662.0,58
15227.0,58
16175.0,58
13814.0,58
16560.0,58
14359.0,58
15571.0,57
13308.0,57
17765.0,57
17299.0,57
17373.0,57
12550.0,57
14920.0,57
16915.0,57
15522.0,57
15062.0,57
16936.0,57
14625.0,57
15466.0,57
13203.0,57
14508.0,57
12722.0,57
17250.0,57
16204.0,57
13760.0,57
16102.0,57
13780.0,57
13681.0,57
16536.0,56
15553.0,56
17839.0,56
12679.0,56
12717.0,56
14052.0,56
13655.0,56
14738.0,56
13211.0,56
16320.0,56
18126.0,56
14549.0,56
15658.0,56
18171.0,56
14381.0,56
17857.0,56
12828.0,56
12657.0,56
14953.0,55
14597.0,55
16036.0,55
14409.0,55
12772.0,55
15156.0,55
13692.0,55
17597.0,55
15032.0,55
14440.0,55
17311.0,55
14897.0,55
17247.0,55
13122.0,55
14716.0,55
15489.0,55
13835.0,55
17703.0,55
12488.0,55
15253.0,55
14231.0,54
17458.0,54
13439.0,54
17433.0,54
13430.0,54
14050.0,54
16415.0,54
16954.0,54
13979.0,54
17646.0,54
15602.0,54
14256.0,54
16930.0,54
16270.0,54
17771.0,54
13294.0,54
12434.0,54
14690.0,54
12405.0,54
15832.0,54
13339.0,54
14883.0,54
13376.0,53
16480.0,53
18035.0,53
13455.0,53
15433.0,53
15467.0,53
13501.0,53
15421.0,53
15712.0,53
16667.0,53
14815.0,53
13330.0,53
17303.0,53
13583.0,53
15066.0,53
16092.0,53
16364.0,53
17649.0,53
16932.0,53
16734.0,53
15568.0,53
13121.0,53
12701.0,53
12752.0,53
12640.0,53
12724.0,53
14594.0,53
17007.0,53
17772.0,53
16594.0,53
12919.0,52
12372.0,52
15599.0,52
16639.0,52
14770.0,52
14067.0,52
17135.0,52
14725.0,52
17096.0,52
17083.0,52
14129.0,52
14163.0,52
15132.0,52
14261.0,52
13549.0,52
15645.0,52
15211.0,52
15990.0,52
15238.0,52
15239.0,52
12541.0,52
15276.0,52
17505.0,52
12844.0,52
17579.0,52
16419.0,52
14167.0,52
12680.0,52
14154.0,52
13495.0,52
15900.0,51
17552.0,51
12652.0,51
13708.0,51
17297.0,51
16243.0,51
15579.0,51
15192.0,51
12778.0,51
17848.0,51
12465.0,51
12849.0,51
17383.0,51
12514.0,51
16365.0,51
15829.0,51
13336.0,51
13389.0,51
13354.0,51
14598.0,50
15399.0,50
13109.0,50
17720.0,50
17653.0,50
14655.0,50
17624.0,50
17594.0,50
15835.0,50
16494.0,50
16777.0,50
12851.0,50
12545.0,50
15841.0,50
17002.0,50
14152.0,50
14875.0,50
13492.0,50
17324.0,50
12913.0,50
17564.0,49
15325.0,49
12878.0,49
14157.0,49
15095.0,49
15076.0,49
17527.0,49
17819.0,49
13940.0,49
18248.0,49
13066.0,49
15883.0,49
18236.0,49
15978.0,49
16933.0,49
15815.0,49
14488.0,49
15618.0,49
13563.0,49
18110.0,49
17223.0,49
16774.0,49
15322.0,49
15626.0,49
16108.0,49
13656.0,49
16235.0,48
15028.0,48
15312.0,48
15807.0,48
15270.0,48
15415.0,48
17048.0,48
13171.0,48
16624.0,48
14550.0,48
13037.0,48
17144.0,48
17739.0,48
15079.0,48
17432.0,48
